IdProducto,Descripcion
10436,Metrogyn Nistatina Metronidazol 500Mg Y Nistatina 100Mg X Tableta
104401,Oftalmol Timolol 0.5% Colirio X 5Ml
104403,Oftalmol T 0.3% Colirio X 10Ml Tobramicina
104404,Oftalmol Lagrimas Colirio X 15Ml
104405,Oftalmol Tdn Colirio X 5Ml
104406,Oftalmol B 0.2% Colirio X 5Ml Brimonidina
104566,Espasmo Zmol Hioscina Paracetamol Gotas X 15Ml
104589,Hexacol Crema Dermica X 20G
104591,Azimut 200Mg 5Ml Susp X 50Ml Azitromicina
104592,Azitromicina 500Mg Farmacorp Azimut X Tableta
104594,Acid 200Mg Iv Frasco X 100Ml Ciprofloxacina
104599,Ibucontradol 200Mg 5Ml Ped Jbe X 90Ml Ibuprofeno
104602,Otomicin Novo Gotas X 10Ml
104603,Hontocal Ketorolaco 60Mg Y 2Ml X Ampolla
104606,Z-Mol Paracetamol 500Mg X Tableta
104607,Pectofar Jarabe X 100Ml
104608,Gripen Jarabe X 120Ml Paracetamol Pseudoefedrina
104609,Remdesivir Quimfa 100Mg X Ampolla+Solvente
104610,Remdesivir Quimfa 100Mg X Ampolla
10472,Metrogyn Metronidazol 500Mg X Ovulo
10473,Koptin Azitromicina 500Mg X Tableta
10474,Koptin 200Mg 5Ml Susp X 22.5Ml Azitromicina
10475,Troferit Dropropizima 30Mg X Tableta
10477,Troferit 20Mg X 8 Supositorios Dropropizima
10601,Resfriol Antigripal X Tableta
1060580,Cartan D Losartan-Hidroclorotiazida X Tableta
106058000075,Gel Pack Refrigerante Para Vacunas Farmacorp X 90G
1060581,Cartan Losartan Potasico 50Mg X Tableta
1060638,Postinor Levonorgestrel 1.5Mg X Caja
1060640,Floril Nafazolina 0.03% Colirio X 15Ml Farmacorp
1060641,Naphavit Nafazolina 0.1% Colirio X 15Ml
1060643,Estuche De Temporada Farmacorp Con Productos X Unidad
1060699,Bienex Meloxicam 15Mg X Capsula Blanda
1060700,Densibon D Fort Calcio+Vitamina D3 X Tableta
1060701,B Vit Complejo B X Capsula Blanda
1060727,Domperix Domperidona 10Mg Farmacorp X Tableta
1060728,Musculare Ciclobenzaprina 10Mg X Tableta
1060729,Musculare Ciclobenzaprina 5Mg X Tableta
1060730,Novacort-G Betametasona 0.0005 Y Gentamicina Sulfato 0.001 Crema X 30G
1060731,Talis Tadalafilo 20Mg X Tableta
1060733,Vast Atorvastatina 20Mg X Comprimido
1060735,Omeprazol 40Mg Farmacorp X Ampolla+Diluyente
1060736,Alopurinol 300Mg X Tableta
1060737,Amiodarona 200Mg X Tableta
1060739,Ciprofloxacina 500Mg X Tableta
1060740,Clobetasol 0.05 Crema X 25G
1060744,Paracetamol 100Mg Ml Gotas X 15Ml
1060745,Banes 100Mg 5Ml Susp X 100Ml Ibuprofeno
1060746,Rifamicina 0.01 Rifocina Spray Farmacorp X 30Ml
1060748,Sinalgia Forte Paracetamol 500Mg Y Cafeina 65Mg X Tableta
1060749,Humed Bio Hipromelosa Lagrima Artificial 0.3% Colirio X 15Ml
1060750,Neotrol N.F. Colirio X 5Ml
1060759,Estuche De Temporada Infantil Farmacorp Con Productos X Unidad
1060763,Amoxicilina 250Mg-5Ml Suspensión X 100Ml
1060766,Guantes De Nitrilo Farmacorp Talla Xs Azul X Unidad
1060767,Guantes De Nitrilo Farmacorp Talla S Azul X Unidad
1060768,Guantes De Nitrilo Farmacorp Talla M Azul X Unidad
1060770,Estuche De Temporada Carnaval Farmacorp
1060771,Guantes De Nitrilo Azul L Farmacorp X Unidad
1060786,Guantes De Nitrilo Azul Talla L Farmacorp X 100 Unidades
1060788,Guantes De Nitrilo Azul Talla S Farmacorp X 100 Unidades
1060790,Guantes De Latex Farmacorp Talla L X 100 Unidades
1060794,Guantes De Latex Farmacorp Talla M Caja X 100 Unidades
10611,Resfriolito Gotas Antigripal Infantil Gotas X 20Ml
106111,Clotrimazol+Betametasona Crema X 15G
106112,Glibenclamida 5Mg X Tableta
106113,Prednisona 5Mg X Tableta
106114,Betametasona 0.05 Crema X 15G
106115,Carbamazepina 200Mg X Tableta
106116,Clotrimazol 0.01 Crema X 20G
106118,Sildenafil Zilfic 100Mg X Tableta
106119,Atenolol 100Mg X Tableta
106303,Test De Embarazo C Cinta
106311,Botiquin Farmacorp Lona Grande Con Productos
106401,Algodon Farmacorp X 10G
106402,Algodon Farmacorp X 100G
106403,Algodon Farmacorp X 200G
106404,Algodon Farmacorp X 400G
106405,Algodon Farmacorp X 50G
106406,Compresa Gasa Farmacorp 10Cmx10cm X Sobre
106407,Compresa Gasa Farmacorp 5Cmx5cm X Sobre
106408,Compresa Gasa Farmacorp 7.5Cm X 7.5Cm X Sobre
106409,Venda Gasa Farmacorp X 15Cm
10641,Tosalcos Dextrometorfano 10Mg Jarabe X 100Ml
106410,Venda Gasa Farmacorp X 10Cm
106411,Venda Gasa Farmacorp 12.5 Cm X Unidad
106412,Venda Gasa Farmacorp X 20 Cm
106413,Venda Gasa Farmacorp 5Cmx4.5M X Unidad
106414,Venda Gasa Farmacorp X 7.5 Cm
106415,Colectora Pequeña Con Espátula X Unidad
106417,Jeringa Insulina 1Ml Con Aguja 29 Ultra Fina Farmacorp X Unidad
106419,Jeringa Descartable 3Ml Con Aguja Farmacorp 21 X 1.5 X Unidad
106420,Jeringa Descartable 5Ml Con Aguja 21 X 1.5 Farmacorp X Unidad
106421,Jeringa Descartable 10Ml Con Aguja 21 X 1.5 Farmacorp X Unidad
106422,Jeringa Descartable 20Ml Con Aguja Farmacorp 21 X 1.5 X Unidad
106423,Aguja Descartable Farmacorp 21 X 1.5 X Unidad
106424,Aguja Descartable 22 X 1.5 Farmacorp X Unidad
106425,Aguja Descartable Farmacorp 23 X 1.5 X Unidad
106426,Aguja Descartable 23 X 1 Farmacorp X Unidad
106427,Barbijo Descartable Farmacorp X Unidad
106428,Pinza Umbilical
106429,Microgotero Farmacorp 150Ml C Me Rig Paquete X5
106605,Gel Aftersun Gel Post Solar Farmacorp X 220Ml
106701,Talco Para Pies Farmacorp X 100G
106806,Venda Crepe Farmacorp 10Cmx4.5 M X Pieza
106807,Venda Crepe Farmacorp 15Cmx4.5 M X Pieza
106808,Venda Crepe Farmacorp 20Cmx4.5 M X Pieza
106809,Gasa Farmacorp 100 Yardas 90Cm 20 X 24 X Unidad
106813,Gasa Farmacorp 100 Yardas 22.5Cm 20 X 24 X Unidad
106814,Algodon Bolita Farmacorp X 50G
106818,Test De Embarazo C Cassete
10690,Ciproxan Ciprofloxacina 200Mg X 100Ml
107020,Test De Embarazo Hcg Urine Cassette Farmacorp X Unidad
109215,Betasol 0.05% Loc Topica X 30Ml Clobetasol
109216,Aliviol Gel Diclofenaco Sódico 0.01 X 30G
109218,Meglyn Metformina Clorhidrato 500Mg Y Glibenclamida 5Mg X Tableta
109223,Merobac T Meropenen 500Mg Con Jeringa X Ampolla
109224,Alfen 100Mg 5Ml Susp X 100Ml Ibuprofeno
109225,Alfen Forte 200Mg 5Ml Susp X 100Ml Ibuprofeno
109226,Algex Ketorolaco 30Mg Y 1Ml X Ampolla
109227,Algex Ketorolaco 60Mg Y 2Ml X Ampolla
109229,Blentax Octreotida 100Mcg Y 1Ml X Ampolla
109235,Aliviol Diclofenaco 0.01 Gel X 50G
109238,Meglyn Ls Metformina 1000Mg X Tableta
109239,Sedolam 200Mcg Iv Dexmedetomidina X 1 Ampolla/2Ml
109241,Duloxtin 30Mg X Capsula Liberación Sostenida
109242,Duloxtin 60 Duloxetina 60Mg X Capsula
109243,Glinux N Recombinante Insulina Humana 100Ui X Ampolla
109244,Ganeum Pregabalina 75Mg X Capsula
11001,Glucosa 5% Env X 500Ml Generico
110015,Gadocal D3 Citrato De Calcio 1500Mg Calcio 315Mg Y Vitamina D3 200Ui X Tableta
110017,Gadocal D3 Citrato De Calcio 1500Mg Calcio 315Mg Y Vitamina D3 400Ui X Tableta
11004,Ringer Normal Env Iv X 500Ml Generico
11006,Ringer Lactato Env Iv X 500Ml Generico
110065,Scotch Brite Esponja Antibacteria X 1 Unidad
110067,Esponja Scotch-Brite Acanalada Antibacterial X 1 Unidad
110070,Guante Scotch Brite Sb Cocina M X 2 Unidades
110071,Guante Multiuso Scotch Brite Sb G X 2 Unidades
110100,Somit 10Mg Zolpidem X Tableta
110104,Setron 8Mg Ondansetron X Tableta
110110,Setron 8Mg Iv Ondansetron X Ampolla
110120,Elafax 75Mg Venlafaxina X Tableta
110191,Broncho Vaxon Ad 7Mg Vacuna X Capsula
110630,Plaquinol 200Mg Hidroxicloroquina X Tableta
110664,Preservativo Pantera X Caja
111020,Alplax 0.50Mg Alprazolam X Tableta
111030,Alplax 1Mg Alprazolam X Tableta
111076,Ponstan 500Mg Acido Mefenamico X Tableta
111100,Zyvox Linezolid 600Mg X Ampolla
111269,Uro Vaxom 6Mg Extracto De Escherichia Vacuna X Capsula
111272,Foxetin Fluoxetina 20Mg X Tableta
111281,Valpakine 500Mg Valproato Sodico X Comprimido
111286,Valpakine 200Mg Ml Solucion X 40Ml Valproato Sodio
112003,Marvil 70Mg X Tableta
112009,Segurex 50Mg Sildenafil X Tableta
112040,Alplax 2Mg Alprazolam X Tableta
112101,Alplax Alprazolam 0.25Mg X Tableta
112825,Enterogermina Frasco Y Ampolla Bebibles Probiotico X Ampolla
113406,Sevoflurano Frasco X 250Ml Venta X Cc.
114551,Aero Om 100Mg Ml Gotas X 15Ml Simeticona
11502,Maca Spirit X 150 Cap Suplemento Nutricional
115030,Elafax Venlafaxina 50Mg X Tableta
115149,Micropore 1 Blanco
115152,Micropore 2 Piel
115154,Micropore 1 2 Piel
115510,Doxiproct Pomada Dobesilato De Calcio 0.04 Y Lidocaina 0.02 X 30G
115805,Risperin 1Mg Risperidona X Tableta
115829,Risperin 2Mg Risperidona X Tableta
115843,Risperin 3Mg Risperidona X Tableta
115844,Damsel Drospirenona 3Mg Y Etinil Estradiol 0.03Mg X 28 Comprimidos
117006,Tamoxifeno 20Mg X Tableta
117007,Tamoxifeno 10Mg X Tableta
119005,Coracil Ezetimibe 10Mg X Tableta
119097,Doxiproct Plus Pomada X 20G
119112,Genotropin 16 Ui-Im Amp Somatotropina
119113,Genotropin 36 Ui-Im Amp Somatotropina
120005,Nutrimix Bolsa Para Alimen. Parenteral X 2 L 2 3
120006,A E Vimin Vitaminas A Y E X Gragea
120010,Differin Gel Adapaleno 0.001 X 30G
120012,A Vimin 10000Ui Vitamina A X Tableta
120015,Nutracort 1% Locion X 120Ml Hidrocortisona
120025,Sedativol X Tableta
120052,Echinacea Complex Con Vitamina C X Tableta
120053,Echinacea Complex 200Mg Hahnemann Gotas X 60Ml
120091,Aktivanad Adulto Jbe X 200Ml
120103,Algifeno 50Mg Gotas X 20Ml Tramadol
120123,Espasmo Veramidon Clonixinato De Lisina 200Mg Y Propinoxato 15Mg X Ampolla
120124,Espasmo Veramidon Propinoxato Clorhidrato 10Mg Y Clonixinato De Lisina 250Mg X Tableta
120141,Aminoplasmal E 10% Iv Frasco X 500Ml Aminoacidos
120246,Aspirina 500Mg Adulto X Tableta
120248,Lipofundin S 20% X 500Ml
120306,B Vimin 300Mg Vitamina B1 X Tableta
120321,Bebe Lax 56.5 Glicerina X 4Ml
120341,Bicarbonato De Soda X 20G
120346,Bilisan 100Mg Acido Dehidrocolico X Gragea
120426,Cebion Calcio X Sobre
120481,Coba Vimin 10000Mcg Vitamina B1 B6 B12 X Ampolla
120496,Coba Vimin 25000Mcg Vitamina B12 X Ampolla
120500,Glucophage 500Mg Metformina X Tableta
120510,Cardio Vimin X Tableta
120511,Coba Vimin Compuesto Vitamina B1 B6 Y B12 X Gragea
120521,Coba Vimin Compuesto 10000 Vitamina B1 B6 Y B12 X Ampolla
120531,Coba Vimin Compuesto 25000 Vitamina B1 B6 Y B12 X Ampolla
120551,Complejo B Vimin Vitamina B1 B6 Y B12 Y Nicotinamida 50Mg X Ampolla
120561,Complejo B Vimin Vit B1 B6 Y B12 X Gragea
120626,Dentinox Gel N Frasco X 10G
120666,Dg6 Piridonio Cloruro 10G Solucion X 60Ml
120671,Dg 6 10% Solucion X 1000Ml Piridonio Cloruro
120701,Di Neumobron Pediatrico Solucion X 100Ml
120727,Diposan 40Mg Gotas X 20Ml Dimetilpolisiloxano
120737,Glucovance 500Mg Metformina Y 2.5Mg Glibenclamida X Tableta
120738,Glucovance 500Mg Metformina Clorhidrato Y 5Mg Glibenclamida X Tableta
120750,Amoxidal Duo 750Mg Susp X 70Ml Amoxicilina
120850,Glucophage 850Mg Metformina X Tableta
120875,Amoxidal Duo 875Mg Amoxicilina X Capsula
120916,Eutirox 50Mcg Levotiroxina X Tableta
120917,Eutirox 75Mcg Levotiroxina X Tableta
120918,Eutirox 125Mcg Levotiroxina X Tableta
120937,Aci Tip Magaldrato Simeticona X Comprimido
120996,Glucosa Hipertonico 20% Env X 500Ml
121011,Glucosa Hipertonico 50% Env X 500Ml
121056,Mentisan Ungüento X 60G
121066,Hemorsan Unguento Rectal X 50G
121067,Hemorsan X Supositorio
121103,Medocor 20Mg Isosorbida X Tableta
121106,Idantina 100Mg Fenitoina X Tableta
121116,Iliadin Adulto 0.0005 Oximetazolina X 15Ml
121121,Iliadin Inf 0.025% Gotas Nasal X15ml Oximetazolina
121171,Intibroxol 30Mg 5Ml Jbe X 100Ml Ambroxol
121176,Intibroxol 30Mg Ambroxol X Tableta
121177,Intibroxol 15Mg Ambroxol Y 2Ml X Ampolla
121205,Certofix Duo V 720 Lumen Cateter Doble
121210,Tracutil Oligoelementos X Ampolla
12123,Curadil 90 Suero Oral Rehidratante X 250Ml
12124,Curadil 75 Suero Oral Rehidratante X 250Ml
121261,Levulosa 5% Isot Infusor X 500Ml
121266,Levulosa 5% Isot Infusor Frasco X 1000Ml
121276,Lidramina Difenhidramina 0.02 Pomada X 15G
121278,Lipofundin S 10% Frasco X 500Ml
121281,Lidramina Difenhidramina 20Mg Y 2Ml X Ampolla
121301,Manitol 20% Env Iv X 500Ml Generico
121315,Mentisan N Jarabe X 120Ml
121317,Mentisan Plus Ninos Susp X 100Ml
121318,Mentisan Plus Gotas X 15Ml
121326,Mentisan Ungüento Grande X 15G
121331,Mentisan Ungüento Grande X 25G
121396,Nene Dent Sol Topica Bucal X 10Ml
121431,Neostigmina 0.5Mg X Ampolla
121451,Neurobion 5.000 Vitamina B1 B6 B12 X Ampolla
121461,Neurotrat Forte Viatmina B1 B6 Y B12 X Gragea
121471,Neurotrat Forte 10.000 Vitamina B1 B6 B12 X Ampolla
121504,Quetorol Ketorolaco Trometamina 0.02 Gel X 30G
121512,Nabumin 1G Nabumetona X Tableta
121531,Otalex Gotas Otica X 10Ml Procaina Fenildimetilpir
121536,Pan Vimin Mineraliz Vitaminas Y Minerales X Gragea
121546,Pan Vimin Mineraliz Vitaminas Y Minerales Gotas X 15Ml
121567,Pasuma Nf 50Mg Sildenafil X Tableta
121576,Peritofundin I Frasco X 1000Ml Infusor
121581,Peritofundin Ii Frasco X 1000Ml Infusor
121591,Pirantelina Pamoato Pirantel 250Mg X Tableta
121602,Retacnyl Crema Tretinoina 0.0005 X 30G
121603,Retacnyl Tretinoina 0.00025 Crema X 30G
121606,Quemacuran L Pomada Sulfadiazina Argentica 0.01 Y Lidocaina 0.005 X 60G
121611,Quemacuran L Pomada Sulfadiazina Argentica 0.01 Y Lidocaina 0.5 X 500G
121622,Quetorol 20Mg Ketorolaco X Tableta
121626,Quetorol 30Mg Ketorolaco Y 1Ml X Ampolla
121628,Quetorol 60Mg Ketorolaco Y 2Ml X Ampolla
121636,Redulip 600Mg Gemfibrozilo X Tableta
121781,Solucion Salina Balanceada Frasco X 500Ml
121820,Eutirox 100Mcg Levotiroxina X Tableta
121822,Eutirox 150Mcg Levotiroxina X Tableta
121823,Eutirox 25Mcg Levotiroxina X Tableta
121824,Muxatil 200Mg Acetilcisteina X Sobre
121827,Muxatil 100 Acetilcisteina 100Mg X Sobre
121828,Muxatil 600Mg Acetilcisteina X Sobre
121831,Tonico Inti Jarabe X 200Ml
121846,Trombofob Heparina 5000Ui Y Bencil Niconato 250Mg Pomada X 15G
121857,Mycotix 50Mg 5Ml Susp X 40Ml Fluconazol
121870,Mycotix 200Mg Fluconazol X Tableta
121871,Mycotix Fluconazol 150Mg X Tableta
121884,Vimin B6 Fuerte Vitamina B6 300Mg X Ampolla
121885,Vimin B6 Fuerte Vitamina B6 300Mg X Tableta
121913,Virusan Pediatrico 200Mg 5Ml Susp X 60Ml Aciclovir
121914,Virusan 800Mg Aciclovir X Tableta
121915,Virusan 400Mg Aciclovir X Tableta
121926,Virusan Aciclovir 500Mg X Ampolla
121931,Virusan Aciclovir 200Mg X Tableta
121933,Virusan Aciclovir 0.05 Crema Dermica X 15G
121934,Virusan Aciclovir 0.05 Crema Dermica X 5G
121937,Tadivon 16Mg Candesartan X Tableta
121938,Tadivon Candesartan 8Mg X Tableta
121939,Tadivon D Candesartan Y Hidroclorotiazida X Tableta
12203,Tosalcos Extra Fuerte Dextrometorfano X Sobre
122045,Ome-Gastrin Omeprazol 40Mg X Ampolla
122605,Echinacea Medica Gotas X 50Ml
122606,Carqueja Medica Gotas X 50Ml
122611,Sesaren Xr 75Mg Venlafaxina X Capsula
122612,Mailen 2.5Mg 5Ml Desloratadina Jarabe X 50Ml
122613,Mailen 5Mg Desloratadina X Tableta
122616,Sadoxol 100Mg Cilostazol X Tableta
122617,Ilimit 15Mg Aripiprazol X Tableta
122619,Aeronid 125 Mcg/25Mcg/ 1 Dosis Aerosol Inhalación Bucal X 120 Dosis
122650,Lanzopral Lansoprazol 30Mg X Ampolla
123005,Sumax Sumatriptan 50Mg X Tableta
123334,Sedativol Gotas X 30Ml
123401,Somniclona 7.5Mg Zopiclona X Tableta
123402,Neo B X 500Ml Glucosa Vit B2 B6 B12
123403,Neo B Glucosa Y Vitamina B2 B6 Y B12 X 1 L
124210,Branula Introcan W 14G 2 C Aletas
124325,Branula Introcan W 18G 1 1 4 C Aletas
124326,Branula Introcan W 22G 1 C Aletas
124327,Branula Introcan W 24G 3 4 C Aletas
124802,Trombofob Heparina Sodica 60.000Ui Unguento X 50G
124803,Benzac Ac Peroxido Benzoilo 0.05 Gel X 60G
125012,E Vimin 1000Ui Vitamina E X Capsula Blanda
125065,Ziacisoprolol Fumarato 2.5Mg Y Hidroclorotiazida 6.25Mg X Tableta
125066,Ziac Bisoprolol Fumarato 5Mg Y Hidroclorotiazida 6.25Mg X Tableta
125067,Glucophage Xr 500Mg Metformina X Tableta
125068,Evilin Ciproterona Y Etinil Estradiol X Caja
125070,Anemidox 33.3Mg Ml Gotas X 30Ml Hierro
125071,Anemidox 30 Mg 5Ml Susp X 120Ml Hierro
125075,Glucophage Xr 750Mg Metformina X Tableta
12546671231,Trident X Splash Chicle X 9 Unidades Frutilla+Limon
125601,Cebion C 100Mg Vitamina C Gotas X 30Ml
127103,Nutrilon Soya X 400G
127383,Equipo Intrafix Fotosensible
127703,Certofix Duo Sb 730 Lumen Cateter Doble X Pieza
127720,Exadrop Equipo Braun
127730,Certofix Trio Sb 730 Lumen Cateter Triple
127731,Certofix Trio Sb 720 Lumen Cateter Triple
127738,Perican Aguja Epidural G 18 X 3 1 4
127739,Perifix 300 Miniset
127741,Branula Introcan W 20G 1 1 4 C Aletas
127742,Perifix Filterset
127751,Spinocan 25 G X 3
127754,Spinocan 22 G X 3
127798178580086,Piperacilina Tazobactam Pharmavial 4.5G X 1 Ampolla
127905,Spinocan 25 X 3 1 2 Aguja Intradural
127906,Spinocan 26 G X 3 1 2
127908,Spinocan 22 G X 3 1 2
127910,Certofix Paed Duo S 413
127911,Certofix Paed Duo S 520
127912,Gelofusine 4% Iv Frasco X 500Ml Gelatina Succinilada
127913,Aguja Guia P Pencan G25
127914,Aguja Guia P Pencan G27
127916,Metronac 1500Mg Iv Frasco X 300Ml Metronidazol
127918,Branula Introcan Saf 24G 0.7 X 19Mm
127922,Pencan G27 .42 X 120 Mm Aguja Raquidea P Obesos
127923,Perican G18 1.3X 150Mm Aguja Peridural P Obesos
127924,Perican Paed G22 X 2 Aguja Peridural Para Ninos
127925,Perfusor Jeringa C Aguja
127926,Ureofix Classic X 500Cc Bolsa Colectora D Orina
127927,Certofix Duo V 730 Lumen Cateter Doble
127928,Certofix Trio V 730 Lumen Cateter Triple
127929,Certofix Trio V 720 Lumen Cateter Triple
12800180936,Pilas Alcalinas Rayovac Aa X 2 Unidades
12800198443,Rayovac Aaa Pilas Alcalinas X 2 Pilas
128210,Eucerin Syndet Ph5 Gel X 250Ml
129757,Spinocan 20 X 3 0.9 X 75Mm
129759,Rinofrin 0.9% Gotas Nasal X 10Ml Fisiologico
129766,Veramidon 250Mg Clonixinato Lisina X Tableta
129768,Demotil 5Mg Ml Gotas X 15Ml Propinoxato
129769,Amebin Secnidazol 1G X Caja
129770,Amebin 150Mg 5Ml Susp X 30Ml Secnidazol
129771,Demotil Ag Gotas X 20Ml Propinoxato Dimetilpolisil
129772,Mycotix Amebin Fluconazol 200Mg Y Secnidazol 1G X 3 Tabletas
129774,Tonico Inti Sc Jarabe Sin Cafeina X 200Ml
129775,Mentisan D Jarabe X 120Ml
129776,Chispitas Nutricionales X Sobre
129777,Trombogel Heparina Sodica 30.000Ui Gel X 20G
129778,Opti-Vimin Vitaminas Para La Vista X Tableta
129779,Diposan 100Mg Dimetilpolisiloxano X Tableta
129780,Quetorol 20Mg Ketorolaco X Tableta Sublingual
129781,Suero De La Vida Sin Sabor X Sobre
129782,Pantusil Jbe X 100Ml Codeina Pseudoef Clorfen
129783,Espocan 27 G
129790,Ibu Femenina Butil Bromuro De Hioscina 10Mg Y Ibuprofeno 400Mg X Tableta
129793,Zass Unguento X 30G
129796,Ibufort Duo Ibuprofeno / Paracetamol Suspensión X 100Ml
129800,Demotil Propinoxato 10Mg X Ampolla
129801,Almarys Twin+ 50Mm Bolsa Accesor Para Colos Urost
129803,Flexima Bolsa Colostomia Cerrada 15-50
129806,Amoxicris Duo 500 125 Mg Susp X 70Ml Amoxi Clavul
129807,Amoxicris Duo Amoxicilina 500Mg Y Acido Clavulanico 125Mg X Tableta
129808,Calendol Crema Dermica X 30G
129813,Original Perfusor Leitung
129815,Flexima Bolsa Colostomia Roll Up Transp X 1Unidad
129816,Flexima Bolsa Colostomia Roll Up Beige Ctf X 1Unidad
129817,Transofix N
129818,Transofix
129819,Solucion De Irrigacion 0.9% X 1000Ml Fisiologico
129822,Hepatol Gotas X 60Ml Alcachofa Boldo Carqueja
129830,Cefixcris Cefixima 400Mg X Capsula
129831,Cefixcris 100Mg 5Ml Susp X 50Ml Cefixima
129832,Sangofix Equipo Para Suero
129833,Proxima 2+ Bolsa Colostomia 50Mm
129836,Nefiran Flex Meloxicam 15Mg Y Pridinol Mesilato 4Mg X Tableta
129838,Pencan Paed G27 Aguja Para Lapiz
129839,Perifix Paed Set G20
129840,Ferrohan C Sulfato Ferroso 200Mg Acido Folico 0.5Mg Y Vitamina C 150Mg X Tableta
129841,Nutriflex Lipid Especial Iv Env X 1875Ml
129845,Safeflow Valvula
129846,Tridermcris Crema Dermica X 30G
129848,Superfiller Pasta Protectora Para Piel X 60G
129849,Ibufort Duo Ibuprofeno 400Mg Y Paracetamol 325Mg X Tableta
129850,Aguja Para Anestesia Stimuplex A 25Mm G24
129851,Aguja Para Anestesia Stimuplex A 100Mm G21
129852,Aguja Para Anestesia Stimuplex A 150Mm G20
129855,Equipo Para Bomba Infusion Infusomat Space Line
129857,Glucosa Clorurado Isotonico Iv Env X 500Ml
129858,Atraucan Aguja Para Anestesia Espinal G26 X 3 1 2
129860,Alka Seltzer X Tableta Efervescente
129864,Safeflow Extension Set X 10Cm
129865,Morfina 10Mg X Tableta
129866,C-Vimin 1000Mg Limon X Sobre
129867,Venohan Castano De Indias 250Mg X Capsula
129868,Venohan Castano De Indias 0.015 Gel X 50G
129869,Aguja Para Anestesia Stimuplex Ultra 22G X 2
129870,Aguja Para Anestesia Stimuplex Ultra 22G X 3 1 8
129871,C-Vimin 1000Mg Sabor Toronja X Sobre
129872,Ibumigram X Tableta
129873,Cefradincris 250Mg 5Ml Susp X 60Ml Cefradina
129874,Diacan Ag. Fistula Pro 16G V 1.6X25x150
